stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1714,,"Enterprise Road and Evans Avenue",,  39.550945,-119.811508,,,0,
1719,,"E Parr Boulevard and Ferrari Mcleod Boulevard",,  39.570518,-119.811485,,,0,
1720,,"Sky Vista Parkway and Lemmon Drive",,  39.614498,-119.851669,,,0,
1721,,"Sky Vista Parkway and Lemmon Drive",,  39.614346,-119.851158,,,0,
1722,,"Sky Vista Parkway at North Valley Park",,  39.621574,-119.864761,,,0,
1723,,"Sky Vista Parkway at North Valley Park",,  39.621529,-119.865196,,,0,
1724,,"Silver Lake Road and Sky Vista Parkway",,  39.624996,-119.870117,,,0,
1725,,"Silver Lake Road and Sky Vista Parkway",,  39.624866,-119.869972,,,0,
1726,,"Silver Lake Road and Flatland Drive",,  39.625877,-119.873871,,,0,
1727,,"Silver Lake Road and Gulf Stream Lane",,  39.625744,-119.873840,,,0,
1728,,"Silver Lake Road East of Stead Boulevard",,  39.625561,-119.877892,,,0,
1729,,"Silver Lake Road East of Stead Boulevard",,  39.625427,-119.877846,,,0,
1731,,"Silver Lake Road and Stead Boulevard",,  39.625393,-119.881607,,,0,
1732,,"Echo Avenue and Mt Babcock Street",,  39.654503,-119.883926,,,0,
1733,,"Echo Avenue and Mt Anderson Street",,  39.654713,-119.886902,,,0,
1734,,"Echo Avenue and Industry Circle",,  39.654736,-119.890480,,,0,
1735,,"Echo Avenue and Moya Boulevard",,  39.654770,-119.896301,,,0,
1736,,"Moya Boulevard at Warehouse",,  39.651482,-119.896980,,,0,
1737,,"Moya Boulevard between Echo and Lear",,  39.647587,-119.897011,,,0,
1753,,"Lake Street and Mill Street",,  39.524872,-119.809517,,,0,
1754,,"Kirman Avenue and Cheney Street",,  39.518425,-119.798515,,,0,
1755,,"Locust Street and Cheney Street",,  39.518444,-119.800522,,,0,
1758,,"E 2nd Street at Grand Sierra Resort",,  39.527481,-119.779030,,,0,
1759,,"Glendale Avenue and Industrial Way",,  39.527748,-119.757240,,,0,
1760,,"Glendale Avenue and Marietta Way",,  39.527420,-119.753448,,,0,
1761,,"Glendale Avenue and Linda Way",,  39.527317,-119.748344,,,0,
1762,,"E Glendale Avenue and S Stanford Way",,  39.527359,-119.743927,,,0,
1763,,"E Glendale Avenue and Bergin Way",,  39.527302,-119.737724,,,0,
1764,,"E Glendale Avenue and Watson Way",,  39.527191,-119.733116,,,0,
1765,,"E Glendale Avenue and Packer Way",,  39.527164,-119.731186,,,0,
1766,,"E Glendale Avenue and Sierra Commerce Center",,  39.527237,-119.725449,,,0,
1767,,"E Glendale Avenue and Deming Way",,  39.527267,-119.722778,,,0,
1769,,"Meredith Way and Kleppe Lane",,  39.525246,-119.719940,,,0,
1771,,"E Greg Street and Kleppe Lane",,  39.521439,-119.726944,,,0,
1772,,"E Greg Street at Sparks DMV",,  39.521393,-119.732040,,,0,
1773,,"E Greg Street and Spice Island Drive",,  39.521431,-119.736389,,,0,
1774,,"E Greg Street and S McCarran Boulevard",,  39.521820,-119.741699,,,0,
1775,,"E Greg Street and S Stanford Way",,  39.521751,-119.745110,,,0,
1776,,"Greg Street and Linda Way",,  39.521732,-119.748566,,,0,
1777,,"Greg Street and Marietta Way",,  39.521683,-119.753319,,,0,
1778,,"Industrial Way and Greg Street",,  39.523926,-119.758232,,,0,
1779,,"Industrial Way and Glendale Avenue",,  39.527256,-119.758278,,,0,
1785,,"Terminal Way and Mill Street",,  39.516644,-119.777542,,,0,
1786,,"Terminal Way at RTC Offices",,  39.515057,-119.777573,,,0,
1791,,"Terminal Way and Vassar Street",,  39.513905,-119.777298,,,0,
1797,,"N Virginia Street and E 5th Street",,  39.531616,-119.814835,,,0,
1798,,"N Virginia Street and E 6th Street",,  39.532822,-119.815140,,,0,
1799,,"N Virginia Street and E 8th Street",,  39.534691,-119.815659,,,0,
180,,"Washington Street and W 7th Street",,  39.531296,-119.824463,,,0,
1800,,"N Virginia Street and E 17th Street",,  39.547783,-119.820992,,,0,
1803,,"N Virginia Street and Artemesia Way",,  39.538479,-119.817032,,,0,
1805,,"N Virginia Street and W 6th Street",,  39.532688,-119.815178,,,0,
1806,,"N Virginia Street and W 5th Street",,  39.530914,-119.814636,,,0,
1807,,"N Virginia Street and W 3rd Street",,  39.529472,-119.814133,,,0,
1808,,"N Virginia Street and Commercial Row",,  39.527954,-119.813591,,,0,
1818,,"S Wells Avenue and Moran Street",,  39.521637,-119.803253,,,0,
1819,,"S Wells Avenue and Vassar Street",,  39.513474,-119.803322,,,0,
1820,,"S Wells Avenue and Vesta Street",,  39.510281,-119.803207,,,0,
1821,,"S Wells Avenue and Capitol Hill Avenue",,  39.510857,-119.803047,,,0,
1822,,"Sinclair Street and State Street",,  39.524746,-119.809280,,,0,
1823,,"Corporate Boulevard and Equity Avene",,  39.510826,-119.750381,,,0,
1824,,"S Wells Avenue and Thoma Street",,  39.519009,-119.803246,,,0,
1825,,"Vassar Street and Terminal Way",,  39.513126,-119.778351,,,0,
1826,,"Vassar Street and Harvard Way",,  39.513058,-119.784615,,,0,
183,,"W 5th Street and N Arlington Avenue",,  39.530407,-119.818802,,,0,
1830,,"Carson Street and Medical Parkway",,  39.197033,-119.777229,,,0,
1831,,"Carson Street and Nye Lane",,  39.186062,-119.770531,,,0,
1845,,"Little Lane at NDOT",,  39.157417,-119.763382,,,0,
1846,,"N Carson Street and Nye Lane",,  39.186764,-119.770576,,,0,
1847,,"N Carson Street and Hospitality Way",,  39.198761,-119.777840,,,0,
1848,,"S Virginia Street and McCabe Drive",,  39.426388,-119.761658,,,0,
1849,,"Terminal Way at Herbst Gaming",,  39.515522,-119.777283,,,0,
1850,,"S Virginia Street and Thoma Street",,  39.518730,-119.809425,,,0,
1852,,"Ryland Street and Holcomb Avenue",,  39.523407,-119.806213,,,0,
1853,,"S Virginia Street and Auto Center Drive",,  39.428318,-119.762489,,,0,
1854,,"Stead Boulevard and Cascade Street",,  39.635403,-119.882011,,,0,
1859,,"E Greg Street and Deming Way",,  39.521404,-119.723038,,,0,
1860,,"N McCarran Boulevard and Mae Anne Avenue",,  39.535980,-119.864853,,,0,
1861,,"S McCarran Boulevard and Airway Drive",,  39.477062,-119.775871,,,0,
1862,,"E 15th Street and W Stadium Way",,  39.544399,-119.816864,,,0,
1865,,"S McCarran Boulevard and Airway Drive",,  39.476837,-119.773033,,,0,
1866,,"S McCarran Boulevard at Emigrant Storage",,  39.499249,-119.747856,,,0,
1867,,"Capital Boulevard and Financial Boulevard",,  39.505848,-119.748482,,,0,
1868,,"Corporate Boulevard and Capital Boulevard",,  39.505901,-119.751762,,,0,
1869,,"Corporate Boulevard and Wall Street",,  39.508041,-119.751648,,,0,
1870,,"Equity Avenue and Corporate Boulevard",,  39.510098,-119.749428,,,0,
1871,,"Financial Boulevard and Equity Avenue",,  39.510220,-119.747200,,,0,
1872,,"Mill Street at NV Energy",,  39.514759,-119.756020,,,0,
1873,,"Mill Street and S Rock Boulevard",,  39.515610,-119.760666,,,0,
1874,,"S Rock Boulevard at Rock Park",,  39.521404,-119.764671,,,0,
1875,,"S Rock Boulevard at Western Nevada Supply",,  39.524609,-119.766685,,,0,
1876,,"W Rock Boulevard and Hymer Avenue",,  39.530415,-119.766129,,,0,
1878,,"S Rock Boulevard at Western Nevada Supply",,  39.525333,-119.766861,,,0,
1879,,"S Rock Boulevard at Rock Park",,  39.521290,-119.764786,,,0,
188,,"W 4th Street and N Arlington Avenue",,  39.529335,-119.817703,,,0,
1882,,"W Rock Boulevard and Pittman Avenue",,  39.529991,-119.766396,,,0,
1883,,"S McCarran Boulevard and S Rock Boulevard",,  39.498905,-119.748207,,,0,
1884,,"Lemmon Drive and N Virginia Street",,  39.604786,-119.855309,,,0,
1886,,"N Virginia Street at Black Rock Bicycles",,  39.599876,-119.843842,,,0,
1888,,"N Virginia Street at North Valley Mobile Homes",,  39.599129,-119.841530,,,0,
1889,,"E 8th Avenue and Sun Valley Boulevard",,  39.603592,-119.779770,,,0,
189,,"W 4th Street and Ralston Street",,  39.528702,-119.821007,,,0,
1891,,"N Virginia Street at Care Chest",,  39.600399,-119.844719,,,0,
1894,,"Lear Boulevard and Stead Boulevard",,  39.642384,-119.886581,,,0,
1895,,"E 8th Avenue and Lupin Drive",,  39.603622,-119.771393,,,0,
1896,,"Lemmon Drive and Buck Drive",,  39.613293,-119.849304,,,0,
1897,,"York Way and 11th Street",,  39.552876,-119.757401,,,0,
1898,,"Prater Way and 13th Street",,  39.539124,-119.759377,,,0,
1899,,"15th Street and E Street",,  39.538052,-119.761894,,,0,
19,,"Kietzke Lane and E Moana Lane",,  39.492203,-119.789291,,,0,
190,,"W 4th Street and Washington Street",,  39.528103,-119.823914,,,0,
1900,,"Prater Way and 12th Street",,  39.539341,-119.757355,,,0,
1904,,"Nichols Boulevard at Victorian RV",,  39.535942,-119.740639,,,0,
1905,,"Nichols Boulevard and N McCarran Boulevard",,  39.536518,-119.737778,,,0,
1906,,"Nichols Boulevard at Western Village",,  39.534866,-119.733734,,,0,
1907,,"Howard Drive at Sparks Marina",,  39.535679,-119.732262,,,0,
1908,,"E Lincoln Way and Harbour Cove Drive",,  39.537098,-119.727020,,,0,
191,,"W 4th Street and Keystone Avenue",,  39.527187,-119.826485,,,0,
1910,,"E Lincoln Way and Marina Gateway Drive",,  39.537014,-119.723717,,,0,
1911,,"E Lincoln Way and Harbour Cove Drive",,  39.537308,-119.727325,,,0,
1912,,"George Farris Drive and Legends Bay Drive",,  39.534031,-119.721733,,,0,
1913,,"N Virginia Street and Golden Valley Road",,  39.596840,-119.838242,,,0,
1914,,"N Virginia Street and Golden Valley Road",,  39.597187,-119.838760,,,0,
1915,,"S Virginia Street and Arrowcreek Parkway",,  39.418552,-119.756409,,,0,
1916,,"S Virginia Street and Damonte Ranch Parkway",,  39.418793,-119.756348,,,0,
1917,,"Lemmon Drive and Sky Vista Parkway",,  39.613636,-119.849449,,,0,
192,,"Keystone Avenue and W 5th Street",,  39.527950,-119.827805,,,0,
1920,,"RTC CENTENNIAL PLAZA Bay C (Rt 21)",,  39.534630,-119.761414,,,0,9998
1921,,"RTC CENTENNIAL PLAZA Bay D (Rt 26)",,  39.534599,-119.761200,,,0,9998
1922,,"RTC CENTENNIAL PLAZA Bay E (Rt 25)",,  39.534576,-119.760963,,,0,9998
1926,,"RTC CENTENNIAL PLAZA Bay I (Rt 11)",,  39.534294,-119.761215,,,0,9998
1927,,"RTC CENTENNIAL PLAZA Bay J (Rt 2)",,  39.534290,-119.761421,,,0,9998
1929,,"RTC CENTENNIAL PLAZA Bay L (Rt 54)",,  39.534565,-119.761139,,,0,9998
193,,"W 7th Street and Keystone Avenue",,  39.530903,-119.832527,,,0,
1933,,"N Virginia Street and Security Circle",,  39.594925,-119.836472,,,0,
1935,,"Sadleir Way and Valley Road",,  39.541809,-119.806023,,,0,
1936,,"E Plumb Lane and Kietzke Lane",,  39.505974,-119.791878,,,0,
1937,,"E Plumb Lane and Yori Avenue",,  39.505947,-119.794472,,,0,
1938,,"E Plumb Lane and Locust Street",,  39.505848,-119.799461,,,0,
1939,,"S Wells Avenue and Casazza Drive",,  39.507141,-119.803017,,,0,
194,,"W 7th Street and Genoa Avenue",,  39.530766,-119.835106,,,0,
1940,,"E Plumb Lane and Locust Street",,  39.505638,-119.799881,,,0,
1941,,"E Plumb Lane and Yori Avenue",,  39.505749,-119.794014,,,0,
1942,,"E Plumb Lane and Orange Lane",,  39.505760,-119.791718,,,0,
1943,,"E Plumb Lane and Harvard Way",,  39.505787,-119.785194,,,0,
1944,,"Reno-Tahoe International Airport",,  39.507214,-119.775932,,,0,
1945,,"Terminal Way and Villanova Drive",,  39.508659,-119.777740,,,0,
1946,,"E 9th Street and Dolomite Circle",,  39.538628,-119.791862,,,0,
1947,,"Mill Street and Redwood Place",,  39.521145,-119.787354,,,0,
1948,,"S Virginia Street at Orchard Plaza",,  39.503384,-119.802269,,,0,
1949,,"S Virginia Street and W Peckham Lane",,  39.488274,-119.794777,,,0,
195,,"W 7th Street and Stoker Avenue",,  39.530655,-119.837372,,,0,
1950,,"S Virginia Street and W Peckham Lane",,  39.487495,-119.794159,,,0,
1951,,"S Virginia Street at Century Park Lane Theaters",,  39.503063,-119.801765,,,0,
1953,,"Washington Street and W Plaza Street",,  39.168484,-119.765457,,,0,
1954,,"E Robinson Street and N Plaza Street",,  39.167198,-119.765945,,,0,
1955,,"Mill Street and Edison Way",,  39.514179,-119.752663,,,0,
1956,,"Lemmon Drive at Walgreens",,  39.616528,-119.848236,,,0,
1958,,"Victorian Avenue and 4th Street",,  39.534760,-119.748375,,,0,
1959,,"E Victorian Avenue and Stanford Way",,  39.534725,-119.742477,,,0,
196,,"W 7th Street and McDonald Drive",,  39.530518,-119.840271,,,0,
1960,,"Victorian Avenue and 3rd Street",,  39.534931,-119.747223,,,0,
1961,,"RTC 4th STREET STATION Bay A 4SS (Rts 16, 17)",,  39.530491,-119.811012,,,0,9999
1963,,"RTC 4th STREET STATION Bay C 4SS (Rt 7)",,  39.530087,-119.811310,,,0,9999
1964,,"RTC 4th STREET STATION Bay D 4SS (Rt 6)",,  39.530136,-119.810898,,,0,9999
1965,,"RTC 4th STREET STATION Bay E 4SS (Rt 3)",,  39.530205,-119.810745,,,0,9999
1966,,"RTC 4th STREET STATION Bay F 4SS (Rt 4)",,  39.530231,-119.810501,,,0,9999
1969,,"RTC 4th STREET STATION Bay I 4SS (Rts 5, 15)",,  39.530060,-119.810745,,,0,9999
1970,,"RTC 4th STREET STATION Bay J 4SS (Rts 2, 2s)",,  39.529942,-119.811111,,,0,9999
1972,,"RTC 4th STREET STATION Bay L 4SS (RAPID)",,  39.529877,-119.810883,,,0,9999
1973,,"RTC 4th STREET STATION Bay M 4SS (Rts 9, 12)",,  39.529942,-119.810493,,,0,9999
1974,,"RTC 4th STREET STATION Bay N 4SS (Rt 14)",,  39.529861,-119.810356,,,0,9999
1975,,"RTC 4th STREET STATION Bay O 4SS (Rt 11)",,  39.529797,-119.810616,,,0,9999
1976,,"RTC 4th STREET STATION Bay P 4SS (Rt 13)",,  39.529778,-119.810822,,,0,9999
1977,,"RTC 4th STREET STATION Bay Q 4SS (Rt 1)",,  39.529732,-119.811096,,,0,9999
1978,,"RTC 4th STREET STATION Bay R 4SS (Rts 18X, 19)",,  39.529594,-119.811272,,,0,9999
1979,,"RTC 4th STREET STATION Bay S 4SS (Rt 18)",,  39.529507,-119.811035,,,0,9999
198,,"W 7th Street and Rhode Island Drive",,  39.530422,-119.846268,,,0,
1982,,"RTC 4th STREET STATION Bay V 4SS (SIERRA SPIRIT)",,  39.529633,-119.810150,,,0,9999
1985,,"Evans Avenue and E 6th Street",,  39.533001,-119.810974,,,0,
1987,,"North Hills Boulevard and Beckwourth Drive",,  39.607349,-119.843628,,,0,
1988,,"North Hills Boulevard and Beckwourth Drive",,  39.607109,-119.843620,,,0,
199,,"W 7th Street and Montana Drive",,  39.530499,-119.848465,,,0,
1991,,"S Virginia Street and Meadowood Mall Way",,  39.475246,-119.788185,,,0,
1993,,"S Virginia Street and California Avenue",,  39.520939,-119.810722,,,0,
1994,,"S Virginia Street and Meadowood Mall Way",,  39.473801,-119.787849,,,0,
1995,,"S Center Street and Burns Street",,  39.515526,-119.807114,,,0,
1996,,"S Center Street and E Liberty Street",,  39.522114,-119.809746,,,0,
1998,,"S Virginia Street and Walts Lane",,  39.508755,-119.804832,,,0,
1999,,"George Farris Drive and Legends Bay Drive",,  39.533676,-119.721611,,,0,
20,,"Kietzke Lane between Moana and Peckham",,  39.489342,-119.789345,,,0,
200,,"W 7th Street and Akard Drive",,  39.530560,-119.849747,,,0,
2000,,"E 2nd Street at Grand Sierra Resort",,  39.527378,-119.781578,,,0,
2001,,"TMCC Rear Entrance Roundabout",,  39.571030,-119.796097,,,0,
2002,,"Raggio Parkway at DRI First Driveway",,  39.570969,-119.802185,,,0,
2003,,"Dandini Boulevard at DRI Second Driveway",,  39.573643,-119.803329,,,0,
2009,,"S Meadows Parkway and Lauren Court",,  39.439285,-119.755814,,,0,
201,,"W 7th Street and Ibis Lane",,  39.530685,-119.852661,,,0,
2010,,"S Meadows Parkway and Truckee Meadows Place",,  39.440952,-119.750900,,,0,
2011,,"S Meadows Parkway and Evergreen Street",,  39.441624,-119.749107,,,0,
2012,,"Double Diamond Parkway and S Meadows Parkway",,  39.444237,-119.746384,,,0,
2013,,"Double Diamond Parkway and Sandhill Road",,  39.446156,-119.748383,,,0,
2014,,"Double Diamond Parkway and Trademark Drive",,  39.448742,-119.749046,,,0,
2015,,"Double Diamond Parkway and Terabyte Drive",,  39.450607,-119.750824,,,0,
2016,,"Double Diamond Parkway and Technology Way",,  39.451691,-119.754700,,,0,
2017,,"Prototype Drive at IGT",,  39.449741,-119.761330,,,0,
2018,,"Prototype Drive at Charter",,  39.447018,-119.762154,,,0,
2019,,"S Virginia Street and Moana Lane",,  39.490620,-119.796021,,,0,
202,,"W 7th Street and Heights Drive",,  39.530754,-119.855415,,,0,
2020,,"W Peckham Lane and S Virginia Street",,  39.487923,-119.795334,,,0,
2021,,"W Peckham Lane and Bonsar Lane",,  39.487740,-119.800026,,,0,
2022,,"W Peckham Lane and Grant Drive",,  39.487717,-119.803551,,,0,
2023,,"Lakeside Drive and W Peckham Lane",,  39.487762,-119.807671,,,0,
2024,,"Terminal Way and Vassar Street",,  39.512653,-119.777580,,,0,
2025,,"Terminal Way and Villanova Drive",,  39.508694,-119.778000,,,0,
2026,,"Neil Road and Riley Avenue",,  39.493912,-119.780396,,,0,
2027,,"Neil Road and Riley Avenue",,  39.493690,-119.780586,,,0,
2028,,"Terminal Way and National Guard Way",,  39.498314,-119.783371,,,0,
2029,,"Terminal Way and National Guard Way",,  39.498657,-119.783112,,,0,
203,,"W 7th Street and Akard Drive",,  39.533539,-119.858505,,,0,
2030,,"Sutro Street and E 7th Street",,  39.536209,-119.798393,,,0,
2031,,"Sutro Street and Blazing Star Drive",,  39.554478,-119.798729,,,0,
2032,,"Lear Boulevard and Moya Boulevard",,  39.642551,-119.896156,,,0,
2033,,"Lear Boulevard and Production Drive",,  39.642464,-119.891457,,,0,
2034,,"Sky Vista Parkway and Vista Knoll Parkway",,  39.614651,-119.855614,,,0,
2035,,"Sky Vista Parkway and Vista Knoll Parkway",,  39.614403,-119.854637,,,0,
2036,,"Colbert Drive and Longley Lane",,  39.459026,-119.775040,,,0,
2037,,"S Virginia Street and Artisan Means Way",,  39.434135,-119.766258,,,0,
2038,,"N Sierra Street and W 1st Street",,  39.525616,-119.814270,,,0,
2039,,"E Liberty Street and S Virginia Street",,  39.521790,-119.811256,,,0,
204,,"W 7th Street and Conway Lane",,  39.534824,-119.860291,,,0,
2040,,"N Virginia Street and 2nd Street",,  39.527340,-119.813713,,,0,
2041,,"Herz Boulevard and Mt Rose Highway",,  39.400703,-119.751831,,,0,
2047,,"S Sierra Street and Island Avenue",,  39.524426,-119.813461,,,0,
2049,,"Valley Road and Timber Way",,  39.549541,-119.807816,,,0,
205,,"W 7th Street and N McCarran Boulevard",,  39.536263,-119.863197,,,0,
2050,,"Kirman Avenue and Casazza Drive",,  39.506695,-119.798149,,,0,
2051,,"S Wells Avenue and Crampton Street",,  39.516453,-119.803085,,,0,
2052,,"Kietzke Lane and Gentry Way",,  39.495178,-119.789192,,,0,
2054,,"N Virginia Street and Lemmon Drive",,  39.604923,-119.855820,,,0,
2055,,"N Virginia Street and W 7th Street",,  39.534012,-119.815575,,,0,
2056,,"York Way and Pyramid Way",,  39.552788,-119.753418,,,0,
2057,,"Lake St at Truckee River",,  39.526020,-119.810005,,,0,
2058,,"N Virginia Street and Golden Valley Road",,  39.598598,-119.840981,,,0,
2059,,"Lemmon Drive and Heindel Road",,  39.609684,-119.852058,,,0,
206,,"W 7th Street and N McCarran Boulevard",,  39.536343,-119.863785,,,0,
2060,,"Gentry Way and Neil Road",,  39.494873,-119.781105,,,0,
2061,,"Gentry Way and Neil Road",,  39.495007,-119.781258,,,0,
2062,,"Terminal Way at Hyatt Place",,  39.504501,-119.778412,,,0,
2063,,"Terminal Way at Hyatt Place",,  39.504120,-119.778305,,,0,
2065,,"17th Street and W Stadium Way",,  39.548412,-119.819237,,,0,
2066,,"E Stadium Way and 17th Street",,  39.548496,-119.817017,,,0,
2068,,"E Stadium Way and S Stadium Way",,  39.546528,-119.815773,,,0,
207,,"W 7th Street and Conway Lane",,  39.534821,-119.860863,,,0,
2070,,"Selmi Dr and Sutro St",,  39.558208,-119.797646,,,0,
2071,,"Selmi Dr and Tierra Verde E",,  39.558212,-119.795067,,,0,
2072,,"Selmi Dr and Clear Acre Ln",,  39.558205,-119.792892,,,0,
2073,,"Selmi Dr and Clear Acre Ln",,  39.558334,-119.792755,,,0,
2074,,"Selmi Dr and Tierra Verde E (North)",,  39.558331,-119.795189,,,0,
2075,,"Sutro St and Selmi Dr",,  39.557858,-119.798698,,,0,
208,,"W 7th Street and Akard Drive",,  39.533390,-119.858719,,,0,
209,,"W 7th Street and Downey Avenue",,  39.530994,-119.856400,,,0,
210,,"W 7th Street and James Lane",,  39.530521,-119.852196,,,0,
212,,"W 7th Street and Rhode Island Drive",,  39.530300,-119.846733,,,0,
214,,"W 7th Street and McDonald Drive",,  39.530357,-119.840752,,,0,
215,,"W 7th Street and Stoker Avenue",,  39.530495,-119.837563,,,0,
216,,"W 7th Street and Genoa Avenue",,  39.530613,-119.835266,,,0,
217,,"W 7th Street and Elgin Avenue",,  39.530731,-119.833076,,,0,
218,,"Keystone Avenue and W 5th Street",,  39.528057,-119.828445,,,0,
219,,"W 4th Street and Keystone Avenue",,  39.527122,-119.826309,,,0,
221,,"W 4th Street and Washington Street",,  39.527985,-119.823784,,,0,
222,,"W 4th Street and Ralston Street",,  39.528446,-119.821419,,,0,
223,,"W 4th Street and N Arlington Avenue",,  39.528984,-119.818817,,,0,
228,,"Sutro Street and E 9th Street",,  39.538185,-119.798553,,,0,
229,,"Sutro Street and Carville Drive",,  39.542042,-119.798584,,,0,
23,,"Neil Road and E Peckham Lane",,  39.483032,-119.780716,,,0,
230,,"Sutro Street and Haddock Drive",,  39.544189,-119.798576,,,0,
231,,"Sutro Street and Oliver Street",,  39.546307,-119.798531,,,0,
232,,"Sutro Street and Timber Way",,  39.549244,-119.798500,,,0,
233,,"Sutro Street at Hug High School",,  39.555069,-119.798416,,,0,
235,,"Clear Acre Lane and Scottsdale Road",,  39.563992,-119.785721,,,0,
236,,"Sun Valley Boulevard and Rampion Way",,  39.573246,-119.781197,,,0,
237,,"Sun Valley Boulevard and E 1st Avenue",,  39.578705,-119.780151,,,0,
238,,"Sun Valley Boulevard and E 2nd Avenue",,  39.582363,-119.780159,,,0,
239,,"Sun Valley Boulevard and W Gepford Parkway",,  39.585716,-119.780235,,,0,
24,,"Neil Road and Filbert Road",,  39.480347,-119.782082,,,0,
240,,"Sun Valley Boulevard and E 4th Avenue",,  39.589653,-119.780334,,,0,
241,,"Sun Valley Boulevard and E 5th Avenue",,  39.592335,-119.780396,,,0,
242,,"Sun Valley Boulevard and E 6th Avenue",,  39.596558,-119.780388,,,0,
243,,"Sun Valley Boulevard and E 7th Avenue",,  39.600224,-119.780426,,,0,
25,,"Neil Road and Jamaica Avenue",,  39.477665,-119.781242,,,0,
251,,"Lupin Drive and 7th Avenue",,  39.600208,-119.771095,,,0,
252,,"Lupin Drive and 6th Avenue",,  39.596668,-119.771088,,,0,
253,,"Lupin Drive and 5th Avenue",,  39.593018,-119.771118,,,0,
254,,"E 5th Avenue and Leon Drive",,  39.592819,-119.775406,,,0,
255,,"E 5th Avenue and Sun Valley Boulevard",,  39.592773,-119.779976,,,0,
256,,"Sun Valley Boulevard and W 4th Avenue",,  39.588570,-119.780586,,,0,
257,,"Sun Valley Boulevard and W Gepford Parkway",,  39.585285,-119.780518,,,0,
258,,"Sun Valley Boulevard and W 2nd Avenue",,  39.581379,-119.780464,,,0,
259,,"Sun Valley Boulevard and W 1st Avenue",,  39.578838,-119.780388,,,0,
26,,"Neil Road and S McCarran Boulevard",,  39.476238,-119.781090,,,0,
260,,"Sun Valley Boulevard and Skaggs Circle",,  39.573666,-119.781387,,,0,
261,,"Sun Valley Boulevard and Dandini Boulevard",,  39.570686,-119.781990,,,0,
262,,"Clear Acre Lane and Scottsdale Road",,  39.564236,-119.785774,,,0,
264,,"Sutro Street and Paintbrush Drive",,  39.552624,-119.798683,,,0,
265,,"Sutro Street and Timber Way",,  39.548992,-119.798729,,,0,
266,,"Sutro Street and Wells Avenue",,  39.546032,-119.798714,,,0,
267,,"Sutro Street and Haddock Drive",,  39.543884,-119.798721,,,0,
268,,"Sutro Street and Carville Drive",,  39.541553,-119.798706,,,0,
269,,"Sutro Street and E 9th Street",,  39.538754,-119.798706,,,0,
27,,"Neil Road and Marvel Way",,  39.475018,-119.778946,,,0,
270,,"Sutro Street and E 7th Street",,  39.536255,-119.798622,,,0,
276,,"S Arlington Avenue and Ridge Street",,  39.521778,-119.816544,,,0,
277,,"S Arlington Avenue and California Avenue",,  39.519722,-119.817238,,,0,
28,,"Neil Road and Meadow Wood Lane",,  39.473358,-119.778564,,,0,
280,,"Stead Boulevard and Sagewood Drive",,  39.628460,-119.882187,,,0,
281,,"E Prater Way and Parlanti Lane",,  39.541836,-119.724915,,,0,
286,,"Plumas Street and Urban Road",,  39.501610,-119.812714,,,0,
287,,"Plumas Street and Mountain View Drive",,  39.498577,-119.812706,,,0,
288,,"Brinkby Avenue and Plumas Street",,  39.495064,-119.812157,,,0,
289,,"Lakeside Drive and Brinkby Avenue",,  39.495178,-119.807899,,,0,
29,,"Neil Lane and Neil Road",,  39.472157,-119.779465,,,0,
290,,"Lakeside Drive and Berrum Lane",,  39.494049,-119.807961,,,0,
291,,"W Moana Lane and Lakeside Drive",,  39.491116,-119.807358,,,0,
30,,"RTC TRANSFER CENTER and Meadowood Mall",,  39.472015,-119.783157,,,0,
31,,"Neil Lane and Neil Road",,  39.472019,-119.779617,,,0,
317,,"Lakeside Drive and W Moana Lane",,  39.491447,-119.807823,,,0,
318,,"Lakeside Drive and Berrum Lane",,  39.493122,-119.807823,,,0,
319,,"Lakeside Drive and Robinhood Drive",,  39.494823,-119.807823,,,0,
32,,"Neil Road and Meadow Wood Lane",,  39.473503,-119.778282,,,0,
320,,"Brinkby Avenue and Lakeside Drive",,  39.495586,-119.808296,,,0,
321,,"Brinkby Avenue and Plumas Street",,  39.495193,-119.811958,,,0,
322,,"Plumas Street and Mountain View Drive",,  39.498306,-119.812515,,,0,
323,,"Plumas Street and Morningside Drive",,  39.502308,-119.812523,,,0,
33,,"Neil Road and Marvel Way",,  39.474930,-119.778610,,,0,
331,,"S Arlington Avenue and St Lawrence Avenue",,  39.517860,-119.817078,,,0,
333,,"S Arlington Avenue and Ridge Street",,  39.521523,-119.816422,,,0,
338,,"N Virginia Street and E 7th Street",,  39.533424,-119.815269,,,0,
339,,"N Virginia Street and E 9th Street",,  39.536674,-119.816261,,,0,
34,,"Neil Road and S McCarran Boulevard",,  39.475925,-119.780052,,,0,
340,,"N Virginia Street and Artemesia Way",,  39.538807,-119.816948,,,0,
341,,"N Virginia Street and College Drive",,  39.541241,-119.817017,,,0,
342,,"N Virginia Street and E 15th Street",,  39.544182,-119.818703,,,0,
343,,"N Virginia Street at Planetarium",,  39.546692,-119.820595,,,0,
344,,"N Virginia Street and E 17th Street",,  39.548340,-119.821182,,,0,
345,,"N Virginia Street and Morraine Way",,  39.558273,-119.826378,,,0,
346,,"N Virginia Street and Talus Way",,  39.561569,-119.826218,,,0,
347,,"N Virginia Street and E Parr Boulevard",,  39.568218,-119.824280,,,0,
